new_id	phase	C__Bacteroidia	C__Negativicutes	C__Gammaproteobacteria	C__Clostridia	C__Betaproteobacteria	C__Verrucomicrobiae	C__Bacilli	C__Actinobacteria	C__Erysipelotrichia	C__Alphaproteobacteria	P__Firmicutes	C__Deltaproteobacteria	P__Proteobacteria	C__Fusobacteriia	P__Bacteroidetes	C__Mollicutes	K__Bacteria	C__Spirochaetia	C__Chloroplast	C__Flavobacteriia	C__Synergistia	P__Candidatus_Saccharibacteria	C__Epsilonproteobacteria	C__Lentisphaeria	C__Cytophagia	C__Sphingobacteriia	C__Opitutae	C__Elusimicrobia	P__Parcubacteria	C__Deferribacteres	C__Deinococci	NA	C__Acidobacteria_Gp16	P__Microgenomates	C__Cyanobacteria	C__Chloroflexia	C__Holophagae	C__Acidobacteria_Gp4	C__Armatimonadia	C__Acidobacteria_Gp6
2020-023_PSC_0586	BL	11369	1425	308	6310	277	0	10	62	1205	1244	0	320	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0587	BL	7028	1897	337	7407	654	115	113	592	420	116	61	433	0	0	0	0	100	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0588	BL	6139	2755	252	8781	18	3	68	76	48	0	238	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0589	BL	13788	446	0	4786	639	0	237	22	43	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0591	BL	8715	550	15	4074	38	0	20	31	66	0	115	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0595	BL	10183	1667	2661	8610	2	0	1872	1909	791	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0596	BL	19433	56	5422	8337	1115	0	57	394	494	0	151	87	8	0	386	0	35	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0598	BL	14189	455	2409	5659	962	0	85	44	70	0	50	162	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0600	BL	8764	634	24	9053	103	0	36	80	39	6	12	7	0	0	735	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0603	BL	6801	1085	133	5418	38	0	11	332	152	0	8	182	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0607	BL	10513	358	4370	7703	315	73	4	165	323	0	267	331	0	0	9	0	1581	0	0	0	32	0	0	49	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0609	BL	13013	46	1564	4755	1255	221	1269	153	62	603	5	319	29	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0610	BL	12040	1035	227	8607	1594	0	108	187	88	691	214	201	751	0	20	0	0	0	0	0	0	0	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0613	BL	9116	0	2258	3624	250	0	1164	6	73	2740	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0614	BL	4391	916	206	2234	869	0	77	0	101	6	12	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0616	BL	6508	1028	351	12828	331	16	19	166	1000	0	853	46	146	0	21	0	525	0	0	2	5	2	0	7	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0618	BL	5971	3	8520	6842	286	0	3	341	364	0	9	36	3	0	0	0	29	0	0	0	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0619	BL	4467	71	8620	3548	28	0	21	15	193	0	208	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0620	BL	8751	2859	464	8929	0	49	1912	162	93	0	96	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0624	BL	6633	39	2529	5329	78	4	1020	157	757	5	19	11	0	0	0	0	0	0	2	3	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0625	BL	12144	844	812	10238	1106	129	152	116	83	390	804	60	39	0	154	0	85	0	5	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0626	BL	10104	684	44	8843	839	0	0	63	372	0	101	181	0	0	1541	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0627	BL	12176	3135	7815	6007	1280	0	41	95	188	31	5	0	50	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0628	BL	10589	4077	4791	4441	1416	1215	114	75	60	0	47	1353	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0629	BL	20388	59	420	4859	6080	0	495	109	845	0	80	963	7	0	0	0	0	0	4	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0630	BL	13741	3072	112	3868	89	0	230	171	28	0	0	241	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0632	BL	10504	959	2758	12614	674	499	57	493	627	0	1549	161	0	0	0	0	855	0	0	0	68	0	6	82	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0633	BL	14926	2449	51	2927	447	0	28	176	628	0	12	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0634	BL	2255	1765	3990	5965	18	0	485	40	97	0	245	0	0	10	0	0	0	0	3	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0635	BL	9030	2091	868	12631	126	0	158	0	367	0	74	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0638	BL	4606	1568	6345	5526	190	307	13	31	30	0	67	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0639	BL	7852	650	1641	4995	94	0	485	112	124	0	61	79	3	0	0	0	0	0	20	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0640	BL	5864	723	15	3051	587	121	17	56	79	0	538	3	328	0	636	0	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0642	BL	7011	11075	17411	15177	507	5370	1512	455	2874	2	0	330	0	0	0	0	3	2	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0643	BL	6145	1216	0	3439	529	559	167	2	124	342	36	262	0	182	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0644	BL	15613	3490	414	12541	771	26	83	42	98	0	418	122	4	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0647	BL	4615	654	9955	10776	82	0	193	3131	1078	5	63	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0648	BL	100	1738	13429	4347	2	0	105	8	0	0	0	0	0	24	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0649	BL	11673	570	178	8309	170	0	212	40	134	68	44	0	45	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0651	BL	0	454	24455	10542	0	0	4761	364	758	0	85	0	0	17	0	0	0	0	2	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0652	BL	4940	384	3488	10233	94	62	0	143	410	0	447	316	8	0	1527	0	43	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0653	BL	2037	4113	4327	7959	7	8	529	75	64	0	87	0	0	0	0	0	0	0	16	0	0	0	37	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0654	BL	13403	1434	711	14622	852	0	359	9	40	0	11	0	36	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0655	BL	9839	638	95	8862	1454	31	30	206	57	228	212	105	13	0	304	0	23	0	0	0	0	0	7	19	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0657	BL	181	613	349	18360	327	0	543	86	230	0	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
2020-023_PSC_0658	BL	9434	1326	3087	6206	624	293	58	916	571	0	125	383	0	0	18	0	2	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0659	BL	3859	103	54	8266	32	0	210	538	105	0	119	0	0	0	4	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0660	BL	20371	1307	8328	16806	842	12	595	297	303	0	661	323	6	0	0	0	7	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0663	BL	1959	4099	5354	1189	3557	0	146	68	803	52	14	1017	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0664	BL	10803	3256	167	10937	1720	398	352	96	558	0	283	821	0	0	0	0	143	0	0	0	27	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0665	BL	11071	2059	7607	7900	43	167	11	392	524	0	14	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0666	BL	17909	595	695	8334	2486	1573	185	374	391	205	477	51	9	0	0	0	4	0	17	0	183	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
2020-023_PSC_0667	BL	8388	1699	119	18178	270	95	28	523	729	0	483	205	4	0	59	0	177	0	0	0	0	0	0	24	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0669	BL	12871	526	25	7129	2842	0	0	104	85	500	34	247	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0670	BL	6214	1338	55	2741	820	0	381	27	10	0	27	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0671	BL	16065	0	3080	2941	2993	0	227	103	135	669	0	26	23	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0673	BL	8069	1077	266	6717	87	0	933	109	137	99	454	132	0	0	547	6	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0675	BL	6824	419	5738	3893	390	0	15	6	34	17	29	33	36	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0678	BL	7794	0	3194	3257	1319	0	7	27	19	0	34	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0680	BL	10256	1028	1012	4269	642	59	130	87	319	0	4	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0681	BL	34156	1871	591	15227	876	0	129	198	752	0	69	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0683	BL	11645	350	2675	4033	157	0	3584	54	126	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0684	BL	20659	1118	149	11361	654	0	690	2823	1660	343	4274	130	58	7	502	0	20	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0685	BL	18343	1975	2180	5666	116	0	156	236	410	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0687	BL	14887	1171	4275	6707	225	0	24	58	285	475	128	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0688	BL	15758	2536	927	5393	3510	0	34	285	285	0	43	733	445	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0689	BL	6743	423	1611	2062	70	0	118	75	155	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0691	BL	3785	492	7011	4090	1817	437	114	115	33	99	14	27	0	0	0	0	0	0	0	280	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0694	BL	22408	4419	87	15586	2485	15	5	524	311	1739	63	392	1593	0	150	0	4	0	0	3	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0695	BL	6434	567	0	1797	1044	0	0	9	33	0	4	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0696	BL	7686	2685	4774	4413	299	4	329	57	358	0	0	18	0	0	1760	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0698	BL	4642	839	61	4002	417	263	2	44	36	0	74	70	14	0	0	0	95	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0699	BL	8263	2223	13836	5609	0	2842	266	159	297	0	27	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0700	BL	13130	3335	3616	14220	1041	0	100	3111	318	334	53	485	5	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0701	BL	12300	10445	952	2751	2416	0	525	487	424	0	0	627	0	111	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0702	BL	5903	2008	400	2083	42	0	92	26	360	0	3	0	0	0	1368	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0704	BL	8455	46	3817	2169	3	0	554	29	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0705	BL	14285	1203	0	3571	22	5	47	43	63	9	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0706	BL	12717	4420	8217	16992	251	385	27	255	473	706	84	20	1024	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0707	BL	21141	2498	11069	19999	1354	500	293	3062	838	0	3397	733	0	10	0	0	2	0	0	0	164	0	56	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0709	BL	12501	306	4919	6686	344	0	62	48	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0710	BL	15945	888	9888	4591	415	0	32	9	158	41	14	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0712	BL	11739	377	434	8826	1832	0	33	5	33	1507	266	0	38	0	0	0	99	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0713	BL	9780	4151	0	9416	102	0	1367	1424	127	0	0	557	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0714	BL	18618	1770	190	2695	19	0	36	15	30	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0716	BL	30615	13110	1159	16143	757	3238	464	63	229	7	602	169	47	8	0	0	0	0	4	0	0	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
2020-023_PSC_0717	BL	7801	37	5202	9043	248	676	1240	328	41	0	903	16	4	2	0	0	149	0	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0718	BL	14233	7355	140	18008	94	9	467	596	396	5	520	59	0	5	1913	0	534	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0719	BL	7680	792	5426	2081	690	0	56	18	147	0	179	47	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0720	BL	9	2932	834	22906	0	16	109	66	5752	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0722	BL	16045	1766	3841	8824	222	240	43	136	320	0	93	109	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0723	BL	7522	5773	4811	7739	287	0	178	535	825	0	977	279	0	0	0	0	26	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0724	BL	2851	125	1208	5200	52	0	433	30	124	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0725	BL	7262	3872	13	3031	23	0	3	384	356	0	41	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0727	BL	6043	9	6208	15652	257	0	64	38	204	28	1401	0	0	0	0	0	1470	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0728	BL	7373	1955	954	3341	40	0	724	380	1638	3	112	44	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0729	BL	12030	3888	748	4804	6567	0	10	247	18	0	38	109	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0730	BL	10532	3022	2858	3205	154	0	133	27	37	0	50	216	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0731	BL	19865	1446	2571	6616	395	0	187	910	1344	0	0	0	0	0	0	0	0	0	0	3	0	106	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0733	BL	5378	900	2093	7093	22	0	50	38	49	0	0	0	68	746	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0734	BL	46	149	35123	9139	47	0	1008	44	58	4	0	0	0	24	2	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0737	BL	20229	5169	19349	13720	409	31	420	495	1857	0	41	38	869	0	0	0	22	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0738	BL	8450	320	1076	6802	0	0	196	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0743	BL	17436	725	29	1903	191	0	219	0	6	0	6	0	0	0	0	0	0	0	0	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0745	BL	12751	3863	3570	5058	1301	0	0	51	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0746	BL	7553	113	918	13599	720	0	109	150	226	0	441	165	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0748	BL	2433	901	836	7310	221	4	8	17	70	0	407	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0749	BL	24935	2423	14436	24682	5032	0	4591	311	3877	0	0	0	0	0	0	0	0	0	27	0	0	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0750	BL	3193	2044	400	1352	3	0	844	67	1845	0	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0751	BL	16988	2750	14	8447	243	0	30	909	102	229	19	60	0	0	12	0	2752	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0752	BL	6063	1263	268	5708	21	0	152	2	150	180	52	55	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0753	BL	2456	1850	142	6368	14	157	542	615	110	0	145	42	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0754	BL	7114	2058	1293	3545	229	0	57	279	15	0	70	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0755	BL	17978	4635	4831	10254	173	4	178	453	392	0	110	317	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0757	BL	3372	1568	280	6824	35	0	310	27	238	0	207	32	11	0	0	0	299	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0760	BL	6192	1539	100	11419	96	54	353	2035	802	8	18	74	204	3	0	0	56	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0761	BL	4143	969	431	6277	582	6	33	13	68	157	143	45	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0763	BL	15547	58	2803	6076	1437	8	0	733	67	0	17	16	0	0	2978	0	143	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0764	BL	4081	1487	176	4919	84	0	56	105	82	0	32	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0765	BL	3563	2229	1564	4396	58	551	174	16	212	0	84	90	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0766	BL	3337	0	2431	3508	780	12	7	34	65	9	83	52	10	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0768	BL	39239	277	128	7452	3912	344	4100	240	188	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0769	BL	7731	1490	3251	8206	540	0	365	64	56	1002	49	78	395	0	7	0	121	0	0	116	0	3	49	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0770	BL	11188	892	11	7978	48	0	62	181	116	0	47	4	7	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0771	BL	15625	1366	3891	7481	4	918	3952	464	841	0	948	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0772	BL	10215	298	5	5183	2155	225	0	89	46	1026	26	26	51	0	0	0	48	0	3	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0773	BL	4182	1648	1782	5400	116	0	140	93	95	0	114	766	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0774	BL	7276	1096	1074	6848	208	0	637	80	87	14	0	86	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0775	BL	15039	4750	1540	11628	81	0	1140	570	1353	0	140	0	0	0	0	0	0	0	16	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0778	BL	11596	927	1629	9513	299	1232	75	971	265	45	22	324	149	0	0	0	1460	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0779	BL	18381	2096	233	9115	1561	0	77	192	419	0	163	638	0	0	26	0	132	0	0	0	102	7	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0780	BL	8435	776	500	7744	530	0	170	696	181	0	94	127	2	0	1405	0	533	0	0	0	0	0	4	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0781	BL	8924	1891	90	13175	319	105	12	222	288	0	1195	51	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0783	BL	12298	1840	2597	8199	559	65	24	303	592	25	943	137	191	0	2165	0	110	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
